Tanggal,Media,Topik,Topik_Cleaned,label
23-Jan-21,Instagram,Warga yang ronda tidak patuh prokes saat diberlakukan PTKM,warga ronda patuh prokes diberlakukan ptkm,0
23-Jan-21,Instagram,Permohonan patroli warung makan yang tmenjalankan prokes saat diberlakukan PTKM,permohonan patroli warung makan tmenjalankan prokes diberlakukan ptkm,0
23-Jan-21,Instagram,Permohonan patroli pagi ke pasar saat diberlakukan PTKM,permohonan patroli pasar diberlakukan ptkm,0
23-Jan-21,Instagram,Informasi lowongan pekerjaan,lowongan pekerjaan,0
23-Jan-21,Instagram,Proses balik nama sertifikat,proses balik nama sertifikat,0
23-Jan-21,Instagram,Kegiatan masyarakat masih jalan saat diberlakukan PTKM,kegiatan masyarakat jalan diberlakukan ptkm,0
23-Jan-21,Instagram,Layanan Kependudukan Dukcapil,layanan kependudukan dukcapil,0
23-Jan-21,Instagram,Edukasi masyarakat tentang pasien covid-19 terkonfirmasi,edukasi masyarakat pasien covid terkonfirmasi,0
23-Jan-21,Instagram,Pengemis di pasar tempel,pengemis pasar tempel,0
23-Jan-21,Instagram,SE perpanjangan PTKM,se perpanjangan ptkm,0
23-Jan-21,Instagram,Formasi CPNS th 2021,formasi cpns th,0
23-Jan-21,Twitter,Permohonan patroli pagi ke pasar saat diberlakukan PTKM,permohonan patroli pasar diberlakukan ptkm,0
23-Jan-21,Twitter,Hajatan dilaksanakan saat diberlakukan PTKM,hajatan dilaksanakan diberlakukan ptkm,0
23-Jan-21,Instagram,Aliran PDAM,aliran pdam,0
23-Jan-21,Website,Bantuan untuk seniman yang sepi job,bantuan seniman sepi job,0
23-Jan-21,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1
23-Jan-21,Lapor Sleman,Mohon Ditertibkan Cafe Di Deresan Gejayan Saat PTKM Masih Buka Sampai Tengah Malam,ditertibkan cafe deresan gejayan ptkm buka tengah,0
24-Jan-21,Lapor Sleman,Kerumunan Di Warung Sampai Larut Malam Saat Diberlakukan PTKM,kerumunan warung larut diberlakukan ptkm,0
24-Jan-21,Lapor Sleman,Pohon Besar Pinggir Jalan Membahayakan,pohon besar pinggir jalan membahayakan,1
24-Jan-21,Lapor Sleman,THR 2019 Belum Selesai Dibayarkan,thr selesai dibayarkan,0
24-Jan-21,Instagram,Permohonan patroli pagi ke pasar saat diberlakukan PTKM,permohonan patroli pasar diberlakukan ptkm,0
24-Jan-21,Instagram,Pemerintah kurang tegas mengenai pemberlakukan PTKM,pemerintah kurang tegas mengenai pemberlakukan ptkm,0
24-Jan-21,Instagram,Alat tes covid-19 genose buatan UGM,alat tes covid genose buatan ugm,0
24-Jan-21,Instagram,RS yang melayani swab antigen,rs melayani swab antigen,0
24-Jan-21,Instagram,Jalan Gito - Gati,jalan gito gati,0
24-Jan-21,Instagram,Pohon menutup papan penunjuk jalan,pohon menutup papan penunjuk jalan,1
24-Jan-21,Instagram,Perpanjangan Pemberlakuan PTKM,perpanjangan pemberlakuan ptkm,0
24-Jan-21,Instagram,Keluar masuk jogja saat diberlakukan PTKM,keluar masuk diberlakukan ptkm,0
24-Jan-21,Twitter,Perpanjangan pemberlakuan PTKM,perpanjangan pemberlakuan ptkm,0
24-Jan-21,Twitter,Permohonan patroli pagi ke pasar saat diberlakukan PTKM,permohonan patroli pasar diberlakukan ptkm,0
24-Jan-21,Twitter,LPJU Mati,lpju mati,1
24-Jan-21,Website,Permohonan pengangkatan Guru Honorer,permohonan pengangkatan guru honorer,0
24-Jan-21,Website,Prosedur permohonan SKTM,prosedur permohonan sktm,0
24-Jan-21,Website,SEKOLAH PAKSAKAN TATAP MUKA SAAT MASIH DIBERLAKUKAN PTKM,sekolah paksakan tatap muka diberlakukan ptkm,0
24-Jan-21,SMS Hotline,Permohonan patroli pagi ke pasar saat diberlakukan PTKM,permohonan patroli pasar diberlakukan ptkm,0
25-Jan-21,Instagram,Bantuan bagi seniman yang sepi job,bantuan seniman sepi job,0
25-Jan-21,Instagram,Bantuan bagi anak yatim,bantuan anak yatim,0
25-Jan-21,Instagram,Perpanjangan pemberlakuan PTKM,perpanjangan pemberlakuan ptkm,0
25-Jan-21,Twitter,Permohona bantuan UMKM,permohona bantuan umkm,0
25-Jan-21,Website,Permohonan,permohonan,0
25-Jan-21,Lapor Sleman,Bantuan Pekerja Harian,bantuan pekerja harian,0
25-Jan-21,Lapor Sleman,PONPES TARUNA NEKAT ADAKAN TATAP MUKA SAAT DIBERLAKUKAN PTKM,ponpes taruna nekat adakan tatap muka diberlakukan ptkm,0
25-Jan-21,Instagram,Pengambilan KTP,pengambilan ktp,0
25-Jan-21,Instagram,Prosedur mengurus STNK yang hilang,prosedur mengurus stnk hilang,0
25-Jan-21,Twitter,Dasar perlibatan ormas untuk ketugasan pemerintah,dasar perlibatan ormas ketugasan pemerintah,0
25-Jan-21,Instagram,Pemberlakuan PTKM,pemberlakuan ptkm,0
25-Jan-21,Twitter,Pengungsian merapi,pengungsian merapi,0
25-Jan-21,Twitter,SE Hajatan,se hajatan,0
25-Jan-21,Lapor Sleman,Jalan Berlubang,jalan berlubang,1
25-Jan-21,Instagram,Aliran PDAM,aliran pdam,0
25-Jan-21,Instagram,Usaha tidak berizin,usaha berizin,0
25-Jan-21,Instagram,Jam operasional pasar selama diberlakukan PTKM,jam operasional pasar selama diberlakukan ptkm,1
25-Jan-21,Email,Pesantren memaksa santri untuk masuk dan pembelajaran tatap muka saat diberlakukan PTKM,pesantren memaksa santri masuk pembelajaran tatap muka diberlakukan ptkm,0
26-Jan-21,Website,BPUM tidak cair,bpum cair,1
26-Jan-21,Website,Legalitas perumahan kampung madani,legalitas perumahan kampung madani,0
26-Jan-21,Twitter,Cafe buka lebih dari yang ditentukan saat diberlakukan PTKM,cafe buka lebih ditentukan diberlakukan ptkm,0
26-Jan-21,Instagram,GYM melakukan aktivitas kerumunan di dalam ruangan saat diberlakukan PTKM,gym melakukan aktivitas kerumunan ruangan diberlakukan ptkm,0
26-Jan-21,Instagram,Masuk ke Sleman dari luar kota,masuk luar kota,0
26-Jan-21,Instagram,Parkir liar di tempat wisata,parkir liar tempat wisata,1
26-Jan-21,Instagram,Prosedur permohonan SIUP dan TDP,prosedur permohonan siup tdp,0
26-Jan-21,Instagram,Tes ang dapat datang ke rumah,tes ang datang rumah,0
26-Jan-21,Instagram,Pelayanan online Dukcapil,pelayanan online dukcapil,0
26-Jan-21,Lapor.go.id,pelayanan puskesmas godean 1 kurang tanggap kondisi pasien,pelayanan puskesmas godean kurang tanggap kondisi pasien,0
26-Jan-21,Lapor.go.id,danya indikasi pelanggaran kebijakan Pengetatan Secara Terbatas Kegiatan Masyarakat ( PTKM ) di masa Pandemi COVID-19,danya indikasi pelanggaran kebijakan pengetatan terbatas kegiatan masyarakat ptkm masa pandemi covid,0
26-Jan-21,Instagram,Perawatan bagi apsien covid-19,perawatan apsien covid,0
26-Jan-21,Instagram,Permohonan surat keterangan isolasi mandiri,permohonan surat keterangan isolasi mandiri,0
26-Jan-21,Instagram,Undian telkom,undian telkom,0
26-Jan-21,Instagram,Layanan samsat,layanan samsat,0
26-Jan-21,Instagram,Denda pajak kendaraan bermotor,denda pajak kendaraan bermotor,0
26-Jan-21,Twitter,Pelayanan online Dukcapil,pelayanan online dukcapil,0
26-Jan-21,Instagram,Warung burjo buka sampai pagi saat diberlakukan PTKM,warung burjo buka diberlakukan ptkm,0
26-Jan-21,Lapor Sleman,Air PDAM Keruh,air pdam keruh,1
27-Jan-21,Lapor Sleman,Tempat Sampah Sekitar Lapangan Pemda,tempat sampah lapangan pemda,1
27-Jan-21,Twitter,Pelayanan online Dukcapil,pelayanan online dukcapil,0
27-Jan-21,Twitter,Pameran burung berkicau saat diberlakukan PTKM,pameran burung berkicau diberlakukan ptkm,0
27-Jan-21,Instagram,Pameran burung berkicau saat diberlakukan PTKM,pameran burung berkicau diberlakukan ptkm,0
27-Jan-21,Instagram,Warung nasi goreng buka sampai pagi saat diberlakukan PTKM,warung nasi goreng buka diberlakukan ptkm,0
27-Jan-21,Website,Warung nasi goreng buka sampai pagi saat diberlakukan PTKM,warung nasi goreng buka diberlakukan ptkm,0
27-Jan-21,Lapor Sleman,Sinkronisasi Data Ktp Dan Kk Sudah 2 Tahun Tidak Adankelanjutan,sinkronisasi data ktp kk tahun adankelanjutan,0
27-Jan-21,Instagram,Pelayanan akta kelahiran online,pelayanan akta kelahiran online,0
27-Jan-21,Instagram,lowongan kerja tenaga bantu,lowongan kerja tenaga,0
27-Jan-21,Lapor Sleman,Pilkades,pilkades,0
27-Jan-21,Twitter,cafe tidak menerapkan prokes saat diberlakukan PTKM,cafe menerapkan prokes diberlakukan ptkm,0
27-Jan-21,Instagram,Air PDAM Keruh,air pdam keruh,1
27-Jan-21,Instagram,transportasi umum,transportasi umum,0
27-Jan-21,Instagram,Pelayanan Dukcapil,pelayanan dukcapil,0
27-Jan-21,Instagram,Jam operasional warung makan burjo saat diberlakukan PTKM,jam operasional warung makan burjo diberlakukan ptkm,0
27-Jan-21,Instagram,Jalan inspeksi selokan amtaram,jalan inspeksi selokan amtaram,0
27-Jan-21,Facebook Grup ICJ,Fasilitas mainan Taman Denggung,fasilitas mainan taman denggung,0
28-Jan-21,Twitter,Data NIK double,data nik double,0
28-Jan-21,Facebook Pemkab Sleman,Permohonan BLT,permohonan blt,0
28-Jan-21,Instagram,Layanan Surat PN Sleman,layanan surat pn,0
28-Jan-21,Instagram,Acara di cafe sampai malam jam 10.00 saat diberlakukan PTKM,acara cafe jam diberlakukan ptkm,0
28-Jan-21,Website,Permohonan PKH,permohonan pkh,0
28-Jan-21,Website,Jalan Berlubang,jalan berlubang,1
28-Jan-21,Lapor Sleman,Jalan Berlubang,jalan berlubang,1
28-Jan-21,Instagram,Prosedur pendaftaran NPWPD,prosedur pendaftaran npwpd,0
29-Jan-21,Lapor Sleman,Sampah Dibuang Ke Saluran Irigasi,sampah dibuang saluran irigasi,1
29-Jan-21,Lapor Sleman,Aduan Pembuangan Sampah Sembarangan,aduan pembuangan sampah sembarangan,1
29-Jan-21,Instagram,Jamaagh masjid tidak menerapkan Prokes saat diberlakukan PTKM,jamaagh masjid menerapkan prokes diberlakukan ptkm,0
29-Jan-21,Facebook Grup ICJ,APILL Perempatan demak ijo mati,apill perempatan demak ijo mati,1
29-Jan-21,Twitter,Pelanggaran Protokol kesehatan saat PTKM,pelanggaran protokol kesehatan ptkm,0
29-Jan-21,SMS Hotline,Permohonan bibit tanaman cabe rawit,permohonan bibit tanaman cabe rawit,0
29-Jan-21,Website,Pembuangan bongkahan pengerukan aspal lama,pembuangan bongkahan pengerukan aspal lama,1
29-Jan-21,Lapor Sleman,Parkir Di Jalan Umum,parkir jalan umum,1
29-Jan-21,Lapor Sleman,Protokol Kesehatan Masjid Al Ikhlas Salakan Kurang Diperhatikan saat diberlakukan PTKM,protokol kesehatan masjid al ikhlas salakan kurang diperhatikan diberlakukan ptkm,0
29-Jan-21,Lapor Sleman,Bongkar Muat Metro Kampus Jalan Babarsari Mengganggu Arus Lalu Lintas,bongkar muat metro kampus jalan babarsari mengganggu arus lalu lintas,0
29-Jan-21,Lapor Sleman,Cafe Relasi Di Perumahan Pogung Baru buka sampai malam saat diberlakukan PTKM,cafe relasi perumahan pogung baru buka diberlakukan ptkm,0
29-Jan-21,Instagram,Anak pasien covid-19 yang terpapar bebas keluar masuk rumah,anak pasien covid terpapar bebas keluar masuk rumah,0
29-Jan-21,Facebook Grup ICJ,Wisata tebing breksi mahal,wisata tebing breksi mahal,1
30-Jan-21,Twitter,Pelathan BLK,pelathan blk,0
30-Jan-21,Twitter,LPJU mati,lpju mati,1
30-Jan-21,Website,Pembakaran sampah,pembakaran sampah,1
30-Jan-21,Lapor Sleman,Kurangnya Penataan Psbb,kurangnya penataan psbb,0
30-Jan-21,Lapor Sleman,Dugaan Pelanggaran Prokes Masa PSBB / PTKM,dugaan pelanggaran prokes masa psbb ptkm,0
30-Jan-21,Instagram,Wisata tebing breksi mahal,wisata tebing breksi mahal,1
30-Jan-21,Instagram,Data anak yang tepapar covid - 19,data anak tepapar covid,0
30-Jan-21,Instagram,Pecel lele banyak pengunjung makan ditempat melebihi jam yang diatur saat PTKM,pecel lele banyak pengunjung makan ditempat melebihi jam diatur ptkm,0
31-Jan-21,Lapor Sleman,Penumpukan Sampah,penumpukan sampah,1
31-Jan-21,Website,Aliran PDAM mati,aliran pdam mati,1
31-Jan-21,Instagram,Tes Swab bagi keluarga anggota keluarganya ada yang terpapar,tes swab keluarga anggota keluarganya terpapar,0
31-Jan-21,Instagram,Kerumunan saat diberlakukan PTKM,kerumunan diberlakukan ptkm,0
31-Jan-21,Instagram,Jam operasional toko saat diberlakukan PTKM,jam operasional toko diberlakukan ptkm,0
31-Jan-21,Instagram,Jaringan PLN,jaringan pln,0
31-Jan-21,Instagram,Salon,salon,0
31-Jan-21,Instagram,Kerumunan di angkringan sampai malam saat diberlakukan PTKM,kerumunan angkringan diberlakukan ptkm,0
1-Feb-21,Instagram,DAM sungai opak jebol,dam sungai opak jebol,0
1-Feb-21,Lapor Sleman,Protokol Kesehatan Masjid Al Ikhlas Salakan Kurang Diperhatikan saat diberlakukan PTKM,protokol kesehatan masjid al ikhlas salakan kurang diperhatikan diberlakukan ptkm,0
1-Feb-21,Lapor Sleman,Material Urug,material urug,0
1-Feb-21,Lapor Sleman,Gorong Gorong Ambles,gorong gorong ambles,0
1-Feb-21,Lapor Sleman,DATA ALAMAT DUKCAPIL TIDAK SESUAI DENGAN DATA KARTU KELUARGA & EKTP TERBARU,data alamat dukcapil sesuai data kartu keluarga ektp terbaru,1
1-Feb-21,Instagram,Sinkronisasi data kependudukan,sinkronisasi data kependudukan,0
1-Feb-21,Facebook Pemkab Sleman,Perusahaan parbik,perusahaan parbik,0
1-Feb-21,Instagram,Perpanjangan SIM,perpanjangan sim,0
1-Feb-21,Instagram,Pelayanan online Dukcapil,pelayanan online dukcapil,0
2-Feb-21,Instagram,Data kematian sebelum dan sesudah covid-19,data kematian covid,1
2-Feb-21,Instagram,Medsos BKAD,medsos bkad,0
2-Feb-21,Twitter,Pelayanan online Dukcapil,pelayanan online dukcapil,0
2-Feb-21,Instagram,APILL mati,apill mati,1
2-Feb-21,Lapor Sleman,TANYA PEMBUATAN SERTIFIKAT TANAH/PEMUTIHAN GRATIS DI MAGUWO,pembuatan sertifikat tanahpemutihan gratis maguwo,0
2-Feb-21,Instagram,Pengerjaan di jalan utama nologaten,pengerjaan jalan utama nologaten,0
2-Feb-21,Instagram,SK Gubernur tanggap darurat,sk gubernur tanggap darurat,0
2-Feb-21,Facebook Pemkab Sleman,Jalan banyak rumput,jalan banyak rumput,0
2-Feb-21,Lapor Sleman,Pengaduan Razia Saat PTKM oleh Satpol PP Bantul di wilayah Sleman,pengaduan razia ptkm satpol pp bantul wilayah,0
2-Feb-21,Twitter,Permohonan IMB,permohonan imb,0
3-Feb-21,Lapor Sleman,Jalan Berlubang Timur Gejayan,jalan berlubang timur gejayan,1
3-Feb-21,Instagram,Genose di layanan kesehatan kabupaten sleman,genose layanan kesehatan,0
3-Feb-21,Facebook Pemkab Sleman,Keluarga sedang isolasi mandiri dan tidak ada bantuan kebutuhan pokok,keluarga sedang isolasi mandiri bantuan kebutuhan pokok,0
3-Feb-21,Instagram,Pembuatan akta kelahiran untuk anak usia di atas 5 tahun,pembuatan akta kelahiran anak usia atas tahun,0
3-Feb-21,Facebook Pemkab Sleman,Pohon perindang menjorok ke dalam kantor,pohon perindang menjorok kantor,1
3-Feb-21,Lapor Sleman,Kerusakan Jalan Yang Berbahaya.,kerusakan jalan berbahaya,1
3-Feb-21,Lapor Sleman,Tidak Patuh PTKM Dan Mengganggu Ketentraman Masyarakat,patuh ptkm mengganggu ketentraman masyarakat,0
3-Feb-21,Website,Protes mengenai kebijakan dan penindakan bagi rumah makan pelanggar PTKM,protes mengenai kebijakan penindakan rumah makan pelanggar ptkm,0
3-Feb-21,Twitter,The Lost World Castle Tetap Buka meski Merapi Semburkan Awan Panas,the lost world castle tetap buka meski merapi semburkan awan panas,0
3-Feb-21,Instagram,Pembuatan KK baru,pembuatan kk baru,0
3-Feb-21,Instagram,Keluarga sedang isolasi mandiri dan tidak ada bantuan kebutuhan pokok,keluarga sedang isolasi mandiri bantuan kebutuhan pokok,0
3-Feb-21,Instagram,Salurna drainase tersumbat,salurna drainase tersumbat,0
3-Feb-21,Instagram,TK akan melakukan sekolah offline,tk melakukan sekolah offline,0
4-Feb-21,Instagram,Drainase underpass kentungan jeblong,drainase underpass kentungan jeblong,0
4-Feb-21,Instagram,Akun medsos dukcapil;,akun medsos dukcapil,0
4-Feb-21,Instagram,Perbaikan data kependudukan,perbaikan data kependudukan,0
4-Feb-21,Lapor Sleman,Jalan Ambles,jalan ambles,0
4-Feb-21,Lapor Sleman,Proses Pembuatan Akta Kelahiran Anak Dan Pembaharuan KK,proses pembuatan akta kelahiran anak pembaharuan kk,0
4-Feb-21,Lapor Sleman,Ledakan Jaringan Sekring,ledakan jaringan sekring,0
5-Feb-21,Lapor Sleman,Nama Mengandung Tanda Baca Saat Pengajuan Online Akta Kelahiran Dan KK,nama mengandung tanda baca pengajuan online akta kelahiran kk,0
5-Feb-21,Twitter,Pemberlakuan PTKM di Sleman,pemberlakuan ptkm,0
5-Feb-21,Website,Bengkel Las Depan Rumah Yang Mengganggu Karena Membuat Bising,bengkel las depan rumah mengganggu membuat bising,1
5-Feb-21,Lapor Sleman,Dugaan Pelanggaran Psbb,dugaan pelanggaran psbb,0
5-Feb-21,Instagram,Jamaah jumatan tidak patuh prokes,jamaah jumatan patuh prokes,0
5-Feb-21,Instagram,Solusi bagi warung yang terkena sanksi dari Satpol PP,solusi warung terkena sanksi satpol pp,0
5-Feb-21,Instagram,Prosedur pindah penduduk keluar,prosedur pindah penduduk keluar,0
5-Feb-21,Instagram,Akta lahir,akta lahir,0
5-Feb-21,Instagram,Pohon perindang berbahaya,pohon perindang berbahaya,1
5-Feb-21,Instagram,Rumah makan tidak menerapkan prokes,rumah makan menerapkan prokes,0
5-Feb-21,Instagram,Pemberlakuan PTKM di Sleman,pemberlakuan ptkm,0
6-Feb-21,Lapor Sleman,Pengajuan Pemberdayaan Masyarakat Lewat BUDIKDAMBER,pengajuan pemberdayaan masyarakat lewat budikdamber,0
6-Feb-21,Lapor Sleman,Mengajukan Internet Gratis Untuk Warga Sekolah Di Dusun Karangjenjem Sardonoharjo Ngaglik,mengajukan internet gratis warga sekolah dusun karangjenjem sardonoharjo ngaglik,0
6-Feb-21,Facebook Pemkab Sleman,Prosedur Penelitian secara Online Menggunakan Google form atau alat sejenis di dinas kabupaten sleman,prosedur penelitian online menggunakan google form alat sejenis dinas,0
6-Feb-21,Lapor Sleman,Banjir Di Jl. Cangkringan Kalasan Sleman,banjir jl cangkringan kalasan,1
6-Feb-21,Instagram,Lowongan kerja,lowongan kerja,0
6-Feb-21,Instagram,Pelayanan swab antigen di puskesmas,pelayanan swab antigen puskesmas,0
6-Feb-21,Instagram,Pohon perindang di area universitas,pohon perindang area universitas,1
6-Feb-21,Instagram,Prosedur perbaikan data pada akta lahir,prosedur perbaikan data akta lahir,0
6-Feb-21,Instagram,Pemberlakuan PTKM di Sleman,pemberlakuan ptkm,0
6-Feb-21,Instagram,Kerumunan sampai malam saat diberlakukan PTKM,kerumunan diberlakukan ptkm,0
7-Feb-21,Lapor Sleman,PjU Perempatan Munggur Keutara Mati,pju perempatan munggur keutara mati,1
7-Feb-21,Lapor Sleman,Izin Usaha/izin Lokasi & Ijin Pengolahan Limbah Plastik,izin usahaizin lokasi ijin pengolahan limbah plastik,0
7-Feb-21,Lapor Sleman,Jalan Berlubang,jalan berlubang,1
7-Feb-21,Lapor Sleman,Tidak Taat PTKM Dan Mengganggu Kenyamanan Warga,taat ptkm mengganggu kenyamanan warga,0
7-Feb-21,Twitter,PJU Mati,pju mati,1
7-Feb-21,Facebook Pemkab Sleman,Jalan ambles,jalan ambles,0
7-Feb-21,Instagram,Tarif parkir mahal,tarif parkir mahal,1
7-Feb-21,Instagram,Data APBD tahun 2018-2021,data apbd tahun,0
7-Feb-21,Instagram,Pemeriksaan bagi keluarga pasien yang positif,pemeriksaan keluarga pasien positif,0
8-Feb-21,Facebook Pemkab Sleman,Pelanggaran Prokes Jamaah Masjid,pelanggaran prokes jamaah masjid,0
8-Feb-21,Email,Lowongan kerja,lowongan kerja,0
8-Feb-21,Instagram,PJU mati,pju mati,1
8-Feb-21,Instagram,Buku Nikah hilang,buku nikah hilang,0
8-Feb-21,Instagram,Kendala saat mengisi NIK pada pelayanan online Dukcapil,kendala mengisi nik pelayanan online dukcapil,0
8-Feb-21,Instagram,Permohonan penandatanganan pembuatan WA bot,permohonan penandatanganan pembuatan wa bot,0
8-Feb-21,Website,Bantuan bagi keluarga pasien covid -19,bantuan keluarga pasien covid,0
8-Feb-21,Website,Bangunan liar dan dijadikan tempat berkumpul sampai malam,bangunan liar dijadikan tempat berkumpul,1
8-Feb-21,Lapor Sleman,Membakar Sampah Tiap Hari,membakar sampah tiap hari,1
8-Feb-21,Twitter,Data covid - 19 setelah diberlakukan PTKM,data covid diberlakukan ptkm,0
8-Feb-21,Twitter,Permohonan Jamkesda,permohonan jamkesda,0
8-Feb-21,Facebook Pemkab Sleman,PJU mati,pju mati,1
8-Feb-21,Instagram,Data covid - 19 setelah diberlakukan PTKM,data covid diberlakukan ptkm,0
8-Feb-21,Instagram,Data NIK hilang di aplikasi,data nik hilang aplikasi,0
8-Feb-21,Instagram,Kebijakan jam operasioanl mall yang semakin memberi celah,kebijakan jam operasioanl mall semakin memberi celah,0
8-Feb-21,Instagram,Pindah Kependudukan,pindah kependudukan,0
9-Feb-21,Lapor Sleman,Lurah Ngemplak Mempersulit Penerbitan Petik Letter C,lurah ngemplak mempersulit penerbitan petik letter c,1
9-Feb-21,Lapor Sleman,Pencemaran Limbah Berbau Sekali Akibat Tindakan Oplosan Minyak Ecer,pencemaran limbah berbau sekali akibat tindakan oplosan minyak ecer,1
9-Feb-21,Lapor Sleman,"Sudah Mengajukan Permohonan Online, Bisakah Mengurus Offline",mengajukan permohonan online bisakah mengurus offline,0
9-Feb-21,Website,Sinkronisasi data kependudukan,sinkronisasi data kependudukan,0
9-Feb-21,Twitter,Mesin cetak KTP rusak,mesin cetak ktp rusak,1
9-Feb-21,Twitter,Perpanjang izin tenaga kerja asing,perpanjang izin tenaga kerja asing,0
9-Feb-21,Instagram,Pendataan vaksinasi di lingkungan Pemda,pendataan vaksinasi lingkungan pemda,0
9-Feb-21,Instagram,Mesin cetak KTP rusak,mesin cetak ktp rusak,1
9-Feb-21,Facebook Pemkab Sleman,juklak untuk ketua RT dalam menerapkan PTKM mikro,juklak ketua rt menerapkan ptkm mikro,0
9-Feb-21,Instagram,Syarat akta kelahiran untuk lansia,syarat akta kelahiran lansia,0
10-Feb-21,Lapor.go.id,Pencemaran Limbah produksi Tempe,pencemaran limbah produksi tempe,0
10-Feb-21,Twitter,Konfirmasi penanganan pasien covid - 19,konfirmasi penanganan pasien covid,0
10-Feb-21,Facebook Pemkab Sleman,Pemutihan PBB,pemutihan pbb,0
10-Feb-21,Instagram,Pindak penduduk masuk,pindak penduduk masuk,0
10-Feb-21,Instagram,kabel PJU kendor,kabel pju kendor,1
10-Feb-21,Lapor.go.id,Permohonan Informasi : Peraturan/Keputusan Bupati Beserta Lampiran Standar Satuan Harga (SSH) / Standar Harga Tertinggi Kabupaten Sleman Tahun 2021,permohonan peraturankeputusan bupati beserta lampiran standar satuan harga ssh standar harga tertinggi tahun,0
